handle,id,title,country,viewCount,subscriberCount,videoCount,channel.title,channel.keywords,uploads_playlist
@TaylorSwift,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,,42179437508,62600000,647,Taylor Swift,taylor swift musician music videos,UUqECaJ8Gagnn7YCbPEzWH6g
